"x";"y";"t"
25;61;"2014-01-02 14:33:11"
23;31;"2014-01-02 14:33:16"
1;3;"2014-01-02 14:33:24"
13;170;"2014-01-02 14:33:33"
21;43;"2014-01-02 14:36:11"
23;31;"2014-01-02 14:40:36"
3;1;"2014-01-02 14:40:40"
1;60;"2014-01-02 14:41:15"
1;3;"2014-01-02 14:41:15"
4;35;"2014-01-02 14:41:17"
13;170;"2014-01-02 14:41:34"
4;62;"2014-01-02 14:45:18"
35;4;"2014-01-02 14:47:06"
43;21;"2014-01-02 14:48:47"
25;61;"2014-01-02 14:49:16"
35;4;"2014-01-02 14:51:08"
1;60;"2014-01-02 14:53:08"
1;3;"2014-01-02 14:53:08"
4;62;"2014-01-02 14:53:40"
48;76;"2014-01-02 14:55:29"
4;35;"2014-01-02 14:55:40"
1;60;"2014-01-02 14:57:22"
21;43;"2014-01-02 14:58:37"
35;4;"2014-01-02 14:59:12"
3;1;"2014-01-02 15:00:54"
43;21;"2014-01-02 15:00:55"
13;170;"2014-01-02 15:02:44"
25;61;"2014-01-02 15:03:18"
23;31;"2014-01-02 15:04:51"
13;170;"2014-01-02 15:06:50"
1;3;"2014-01-02 15:07:08"
1;60;"2014-01-02 15:07:15"
35;4;"2014-01-02 15:07:19"
16;189;"2014-01-02 15:09:09"
4;35;"2014-01-02 15:09:26"
4;62;"2014-01-02 15:09:40"
25;61;"2014-01-02 15:11:18"
16;189;"2014-01-02 15:13:22"
43;10;"2014-01-02 15:14:50"
35;4;"2014-01-02 15:15:21"
48;76;"2014-01-02 15:15:29"
1;3;"2014-01-02 15:17:02"
4;62;"2014-01-02 15:18:17"
13;18;"2014-01-02 15:18:37"
13;170;"2014-01-02 15:18:51"
48;76;"2014-01-02 15:21:29"
4;62;"2014-01-02 15:22:28"
4;35;"2014-01-02 15:24:45"
48;76;"2014-01-02 15:25:32"
10;21;"2014-01-02 15:26:29"
1;3;"2014-01-02 15:27:14"
23;31;"2014-01-02 15:27:36"
43;10;"2014-01-02 15:28:17"
25;61;"2014-01-02 15:30:51"
35;4;"2014-01-02 15:30:54"
1;60;"2014-01-02 15:31:14"
48;76;"2014-01-02 15:33:34"
43;21;"2014-01-02 15:34:23"
13;170;"2014-01-02 15:34:46"
4;35;"2014-01-02 15:34:48"
25;61;"2014-01-02 15:35:00"
26;14;"2014-01-02 15:35:26"
16;189;"2014-01-02 15:36:42"
4;62;"2014-01-02 15:36:54"
21;43;"2014-01-02 15:42:38"
43;21;"2014-01-02 15:44:36"
35;4;"2014-01-02 15:44:45"
4;35;"2014-01-02 15:47:04"
13;170;"2014-01-02 15:48:21"
4;62;"2014-01-02 15:49:06"
48;76;"2014-01-02 15:49:28"
43;10;"2014-01-02 15:50:44"
35;4;"2014-01-02 15:51:14"
1;60;"2014-01-02 15:51:24"
4;35;"2014-01-02 15:52:48"
16;160;"2014-01-02 15:53:02"
31;23;"2014-01-02 15:57:02"
1;3;"2014-01-02 15:59:23"
1;60;"2014-01-02 15:59:23"
4;35;"2014-01-02 16:00:41"
1;3;"2014-01-02 16:01:35"
25;61;"2014-01-02 16:03:06"
13;170;"2014-01-02 16:04:29"
4;35;"2014-01-02 16:04:37"
3;1;"2014-01-02 16:06:51"
25;61;"2014-01-02 16:07:18"
1;60;"2014-01-02 16:07:53"
1;60;"2014-01-02 16:10:20"
1;3;"2014-01-02 16:10:20"
4;62;"2014-01-02 16:12:46"
25;61;"2014-01-02 16:15:49"
13;170;"2014-01-02 16:16:07"
1;60;"2014-01-02 16:16:38"
4;62;"2014-01-02 16:18:35"
48;76;"2014-01-02 16:21:47"
35;4;"2014-01-02 16:24:10"
19;221;"2014-01-02 16:26:03"
4;62;"2014-01-02 16:26:44"
4;35;"2014-01-02 16:26:44"
3;1;"2014-01-02 16:29:54"
61;25;"2014-01-02 16:32:02"
25;61;"2014-01-02 16:32:16"
4;35;"2014-01-02 16:32:42"
21;10;"2014-01-02 16:33:45"
26;14;"2014-01-02 16:35:33"
19;221;"2014-01-02 16:36:07"
26;14;"2014-01-02 16:37:49"
61;25;"2014-01-02 16:38:18"
43;10;"2014-01-02 16:40:17"
43;21;"2014-01-02 16:40:17"
4;62;"2014-01-02 16:40:39"
14;26;"2014-01-02 16:41:52"
13;170;"2014-01-02 16:42:18"
1;3;"2014-01-02 16:42:45"
35;4;"2014-01-02 16:44:19"
1;60;"2014-01-02 16:44:45"
25;61;"2014-01-02 16:46:18"
4;35;"2014-01-02 16:46:44"
1;3;"2014-01-02 16:50:45"
48;76;"2014-01-02 16:51:25"
13;170;"2014-01-02 16:52:20"
35;4;"2014-01-02 16:52:21"
26;14;"2014-01-02 16:52:24"
14;221;"2014-01-02 16:53:56"
14;26;"2014-01-02 16:53:56"
43;10;"2014-01-02 16:54:14"
4;62;"2014-01-02 16:55:03"
13;170;"2014-01-02 17:00:12"
1;3;"2014-01-02 17:00:36"
26;14;"2014-01-02 17:02:30"
1;60;"2014-01-02 17:06:40"
4;35;"2014-01-02 17:08:19"
35;4;"2014-01-02 17:08:47"
14;26;"2014-01-02 17:10:25"
4;62;"2014-01-02 17:10:34"
48;76;"2014-01-02 17:11:50"
13;170;"2014-01-02 17:12:30"
25;61;"2014-01-02 17:12:53"
13;170;"2014-01-02 17:18:11"
14;26;"2014-01-02 17:18:24"
4;35;"2014-01-02 17:20:06"
1;60;"2014-01-02 17:20:28"
4;62;"2014-01-02 17:22:21"
23;31;"2014-01-02 17:22:26"
48;76;"2014-01-02 17:24:32"
13;170;"2014-01-02 17:25:54"
4;35;"2014-01-02 17:26:26"
1;60;"2014-01-02 17:28:46"
3;1;"2014-01-02 17:30:36"
4;62;"2014-01-02 17:30:37"
25;61;"2014-01-02 17:30:56"
48;76;"2014-01-02 17:32:34"
43;10;"2014-01-02 17:34:38"
4;62;"2014-01-02 17:34:39"
1;3;"2014-01-02 17:34:45"
4;35;"2014-01-02 17:36:46"
26;14;"2014-01-02 17:37:01"
1;60;"2014-01-02 17:38:43"
35;4;"2014-01-02 17:39:11"
25;61;"2014-01-02 17:39:18"
13;170;"2014-01-02 17:40:21"
3;1;"2014-01-02 17:40:50"
4;62;"2014-01-02 17:42:42"
14;26;"2014-01-02 17:44:47"
35;4;"2014-01-02 17:45:08"
43;10;"2014-01-02 17:46:39"
48;76;"2014-01-02 17:46:41"
1;3;"2014-01-02 17:48:58"
14;26;"2014-01-02 17:49:06"
23;31;"2014-01-02 17:50:20"
43;10;"2014-01-02 17:52:26"
4;62;"2014-01-02 17:53:17"
4;35;"2014-01-02 17:53:17"
43;10;"2014-01-02 17:58:18"
13;170;"2014-01-02 17:58:56"
21;43;"2014-01-02 18:00:03"
43;21;"2014-01-02 18:00:19"
4;62;"2014-01-02 18:01:26"
23;31;"2014-01-02 18:02:31"
4;62;"2014-01-02 18:03:44"
13;170;"2014-01-02 18:05:10"
21;43;"2014-01-02 18:05:52"
31;23;"2014-01-02 18:06:18"
43;21;"2014-01-02 18:06:19"
19;221;"2014-01-02 18:06:40"
35;4;"2014-01-02 18:08:35"
12;113;"2014-01-02 18:10:53"
48;76;"2014-01-02 18:11:09"
4;35;"2014-01-02 18:11:46"
31;23;"2014-01-02 18:12:28"
1;3;"2014-01-02 18:14:17"
23;31;"2014-01-02 18:14:29"
77;237;"2014-01-02 18:15:18"
25;61;"2014-01-02 18:16:49"
13;170;"2014-01-02 18:17:19"
4;62;"2014-01-02 18:19:53"
31;23;"2014-01-02 18:20:14"
35;4;"2014-01-02 18:20:48"
23;31;"2014-01-02 18:20:48"
13;170;"2014-01-02 18:21:26"
1;60;"2014-01-02 18:22:38"
4;35;"2014-01-02 18:25:46"
4;62;"2014-01-02 18:25:53"
4;62;"2014-01-02 18:28:15"
1;3;"2014-01-02 18:28:39"
14;26;"2014-01-02 18:29:32"
21;43;"2014-01-02 18:29:41"
25;61;"2014-01-02 18:30:40"
10;43;"2014-01-02 18:36:30"
4;35;"2014-01-02 18:37:58"
4;62;"2014-01-02 18:40:12"
25;61;"2014-01-02 18:40:35"
23;31;"2014-01-02 18:40:53"
4;62;"2014-01-02 18:45:59"
35;4;"2014-01-02 18:46:44"
23;31;"2014-01-02 18:54:55"
2;209;"2014-01-02 18:58:25"
13;170;"2014-01-02 19:01:51"
13;18;"2014-01-02 19:01:58"
2;209;"2014-01-02 19:02:33"
48;76;"2014-01-02 19:03:11"
25;61;"2014-01-02 19:04:44"
2;209;"2014-01-02 19:06:37"
23;31;"2014-01-02 19:06:45"
18;13;"2014-01-02 19:07:26"
9;99;"2014-01-02 19:08:06"
13;170;"2014-01-02 19:08:14"
4;35;"2014-01-02 19:08:17"
4;62;"2014-01-02 19:08:17"
31;23;"2014-01-02 19:10:43"
1;60;"2014-01-02 19:11:44"
13;170;"2014-01-02 19:12:10"
4;62;"2014-01-02 19:12:26"
23;31;"2014-01-02 19:12:52"
21;43;"2014-01-02 19:14:08"
61;25;"2014-01-02 19:15:27"
13;170;"2014-01-02 19:16:14"
31;39;"2014-01-02 19:16:42"
10;21;"2014-01-02 19:16:50"
14;23;"2014-01-02 19:17:42"
4;62;"2014-01-02 19:20:45"
4;35;"2014-01-02 19:20:45"
23;236;"2014-01-02 19:20:57"
2;209;"2014-01-02 19:22:43"
1;3;"2014-01-02 19:23:52"
4;62;"2014-01-02 19:26:42"
77;58;"2014-01-02 19:26:59"
23;236;"2014-01-02 19:27:01"
35;4;"2014-01-02 19:27:02"
1;61;"2014-01-02 19:27:55"
2;209;"2014-01-02 19:28:43"
1;15;"2014-01-02 19:30:09"
2;209;"2014-01-02 19:32:53"
4;62;"2014-01-02 19:34:37"
61;15;"2014-01-02 19:35:47"
55;61;"2014-01-02 19:40:29"
55;1;"2014-01-02 19:40:29"
55;15;"2014-01-02 19:40:29"
15;55;"2014-01-02 19:41:23"
77;58;"2014-01-02 19:45:13"
4;35;"2014-01-02 19:46:16"
13;14;"2014-01-02 19:46:36"
14;18;"2014-01-02 19:49:11"
15;3;"2014-01-02 19:49:44"
1;15;"2014-01-02 19:50:21"
13;137;"2014-01-02 19:52:31"
18;14;"2014-01-02 19:53:44"
61;1;"2014-01-02 19:53:47"
27;137;"2014-01-02 19:54:16"
77;58;"2014-01-02 19:55:07"
15;61;"2014-01-02 19:55:32"
15;1;"2014-01-02 19:55:39"
61;15;"2014-01-02 19:55:52"
21;10;"2014-01-02 19:57:09"
15;55;"2014-01-02 19:57:49"
2;50;"2014-01-02 19:58:42"
55;1;"2014-01-02 19:58:47"
15;61;"2014-01-02 20:01:49"
19;47;"2014-01-02 20:02:54"
55;40;"2014-01-02 20:02:54"
23;50;"2014-01-02 20:03:46"
14;47;"2014-01-02 20:03:49"
1;39;"2014-01-02 20:04:36"
77;58;"2014-01-02 20:05:12"
47;19;"2014-01-02 20:05:24"
40;55;"2014-01-02 20:05:51"
23;50;"2014-01-02 20:05:58"
27;23;"2014-01-02 20:06:33"
27;19;"2014-01-02 20:06:33"
27;2;"2014-01-02 20:06:40"
2;12;"2014-01-02 20:06:49"
19;23;"2014-01-02 20:06:56"
15;61;"2014-01-02 20:07:29"
23;27;"2014-01-02 20:07:55"
39;43;"2014-01-02 20:08:19"
39;1;"2014-01-02 20:08:19"
43;47;"2014-01-02 20:08:36"
27;23;"2014-01-02 20:08:38"
55;40;"2014-01-02 20:08:58"
10;27;"2014-01-02 20:09:01"
19;12;"2014-01-02 20:09:03"
19;2;"2014-01-02 20:09:03"
19;27;"2014-01-02 20:09:03"
12;2;"2014-01-02 20:09:05"
61;43;"2014-01-02 20:09:47"
61;15;"2014-01-02 20:09:47"
23;2;"2014-01-02 20:09:54"
23;19;"2014-01-02 20:09:54"
14;48;"2014-01-02 20:09:59"
27;2;"2014-01-02 20:10:34"
2;61;"2014-01-02 20:10:52"
2;23;"2014-01-02 20:10:52"
2;27;"2014-01-02 20:10:52"
2;15;"2014-01-02 20:10:52"
2;19;"2014-01-02 20:10:52"
19;15;"2014-01-02 20:10:59"
19;61;"2014-01-02 20:10:59"
47;14;"2014-01-02 20:11:29"
15;23;"2014-01-02 20:11:34"
15;19;"2014-01-02 20:11:34"
45;43;"2014-01-02 20:11:36"
45;21;"2014-01-02 20:11:36"
23;15;"2014-01-02 20:11:57"
9;99;"2014-01-02 20:12:30"
1;14;"2014-01-02 20:12:33"
1;47;"2014-01-02 20:12:33"
27;15;"2014-01-02 20:12:39"
27;61;"2014-01-02 20:12:39"
43;45;"2014-01-02 20:12:45"
19;1;"2014-01-02 20:12:54"
2;50;"2014-01-02 20:12:54"
15;2;"2014-01-02 20:13:36"
18;35;"2014-01-02 20:13:48"
19;12;"2014-01-02 20:15:01"
19;2;"2014-01-02 20:15:01"
48;47;"2014-01-02 20:15:27"
48;14;"2014-01-02 20:15:27"
47;48;"2014-01-02 20:15:31"
15;27;"2014-01-02 20:15:36"
23;2;"2014-01-02 20:16:03"
61;2;"2014-01-02 20:16:04"
61;15;"2014-01-02 20:16:04"
35;18;"2014-01-02 20:17:01"
27;23;"2014-01-02 20:17:02"
21;43;"2014-01-02 20:17:12"
47;14;"2014-01-02 20:17:21"
12;19;"2014-01-02 20:17:22"
45;65;"2014-01-02 20:17:41"
14;1;"2014-01-02 20:17:53"
61;27;"2014-01-02 20:17:54"
14;47;"2014-01-02 20:18:00"
23;15;"2014-01-02 20:18:06"
19;15;"2014-01-02 20:18:53"
27;2;"2014-01-02 20:19:03"
27;15;"2014-01-02 20:19:03"
47;1;"2014-01-02 20:19:22"
1;14;"2014-01-02 20:20:33"
2;20;"2014-01-02 20:20:47"
13;15;"2014-01-02 20:20:52"
13;23;"2014-01-02 20:20:52"
13;19;"2014-01-02 20:20:52"
13;2;"2014-01-02 20:20:52"
13;20;"2014-01-02 20:20:52"
19;12;"2014-01-02 20:20:54"
19;20;"2014-01-02 20:20:54"
27;20;"2014-01-02 20:21:11"
27;61;"2014-01-02 20:21:11"
77;58;"2014-01-02 20:21:14"
12;23;"2014-01-02 20:21:24"
47;62;"2014-01-02 20:21:30"
15;20;"2014-01-02 20:21:41"
23;20;"2014-01-02 20:22:07"
14;1;"2014-01-02 20:22:30"
2;23;"2014-01-02 20:22:55"
2;61;"2014-01-02 20:22:55"
19;61;"2014-01-02 20:23:02"
12;19;"2014-01-02 20:23:23"
15;2;"2014-01-02 20:23:36"
45;23;"2014-01-02 20:23:45"
61;19;"2014-01-02 20:23:46"
20;15;"2014-01-02 20:23:50"
20;23;"2014-01-02 20:23:50"
61;2;"2014-01-02 20:23:53"
23;2;"2014-01-02 20:24:07"
14;11;"2014-01-02 20:24:31"
14;47;"2014-01-02 20:24:31"
13;27;"2014-01-02 20:24:49"
13;61;"2014-01-02 20:24:49"
13;15;"2014-01-02 20:24:49"
2;13;"2014-01-02 20:24:57"
19;13;"2014-01-02 20:25:04"
27;2;"2014-01-02 20:25:10"
35;20;"2014-01-02 20:25:11"
35;23;"2014-01-02 20:25:11"
12;20;"2014-01-02 20:25:38"
15;12;"2014-01-02 20:25:43"
15;13;"2014-01-02 20:25:43"
23;13;"2014-01-02 20:26:00"
27;23;"2014-01-02 20:27:03"
2;27;"2014-01-02 20:27:03"
19;12;"2014-01-02 20:27:10"
19;23;"2014-01-02 20:27:10"
35;10;"2014-01-02 20:27:19"
10;35;"2014-01-02 20:27:23"
20;19;"2014-01-02 20:27:40"
20;2;"2014-01-02 20:27:40"
61;15;"2014-01-02 20:27:51"
23;61;"2014-01-02 20:28:08"
13;23;"2014-01-02 20:28:35"
13;27;"2014-01-02 20:28:42"
13;19;"2014-01-02 20:28:42"
2;21;"2014-01-02 20:28:57"
2;65;"2014-01-02 20:28:57"
27;15;"2014-01-02 20:29:00"
27;19;"2014-01-02 20:29:00"
48;11;"2014-01-02 20:29:17"
48;47;"2014-01-02 20:29:17"
48;1;"2014-01-02 20:29:24"
20;27;"2014-01-02 20:29:30"
20;13;"2014-01-02 20:29:30"
47;48;"2014-01-02 20:29:40"
45;19;"2014-01-02 20:29:44"
61;23;"2014-01-02 20:29:51"
61;13;"2014-01-02 20:29:51"
23;27;"2014-01-02 20:29:59"
1;14;"2014-01-02 20:30:21"
14;11;"2014-01-02 20:30:38"
11;47;"2014-01-02 20:30:49"
11;1;"2014-01-02 20:30:49"
27;13;"2014-01-02 20:31:00"
2;23;"2014-01-02 20:31:01"
2;39;"2014-01-02 20:31:01"
2;15;"2014-01-02 20:31:01"
19;39;"2014-01-02 20:31:12"
19;2;"2014-01-02 20:31:12"
12;19;"2014-01-02 20:31:28"
20;15;"2014-01-02 20:31:32"
12;20;"2014-01-02 20:31:35"
15;61;"2014-01-02 20:31:36"
15;20;"2014-01-02 20:31:36"
47;11;"2014-01-02 20:31:39"
20;12;"2014-01-02 20:31:39"
55;40;"2014-01-02 20:31:40"
39;61;"2014-01-02 20:32:29"
39;2;"2014-01-02 20:32:29"
11;62;"2014-01-02 20:32:55"
19;61;"2014-01-02 20:33:11"
19;13;"2014-01-02 20:33:11"
77;58;"2014-01-02 20:33:13"
12;65;"2014-01-02 20:33:38"
15;13;"2014-01-02 20:33:44"
15;23;"2014-01-02 20:33:44"
47;62;"2014-01-02 20:33:47"
47;14;"2014-01-02 20:33:47"
10;35;"2014-01-02 20:33:50"
1;62;"2014-01-02 20:34:18"
1;15;"2014-01-02 20:34:18"
14;15;"2014-01-02 20:34:28"
14;48;"2014-01-02 20:34:28"
39;37;"2014-01-02 20:34:37"
13;2;"2014-01-02 20:34:46"
2;23;"2014-01-02 20:35:14"
2;20;"2014-01-02 20:35:14"
19;65;"2014-01-02 20:35:26"
45;39;"2014-01-02 20:35:46"
12;19;"2014-01-02 20:35:51"
18;45;"2014-01-02 20:36:04"
1;48;"2014-01-02 20:36:13"
14;1;"2014-01-02 20:36:28"
13;18;"2014-01-02 20:36:48"
11;14;"2014-01-02 20:36:58"
11;48;"2014-01-02 20:36:58"
11;1;"2014-01-02 20:36:58"
11;62;"2014-01-02 20:36:58"
21;47;"2014-01-02 20:37:02"
2;61;"2014-01-02 20:37:04"
27;2;"2014-01-02 20:37:07"
27;20;"2014-01-02 20:37:07"
35;39;"2014-01-02 20:37:30"
61;2;"2014-01-02 20:37:51"
15;14;"2014-01-02 20:37:52"
45;18;"2014-01-02 20:37:54"
61;19;"2014-01-02 20:37:58"
10;35;"2014-01-02 20:37:59"
14;15;"2014-01-02 20:38:36"
14;11;"2014-01-02 20:38:36"
39;44;"2014-01-02 20:38:44"
76;21;"2014-01-02 20:38:59"
9;99;"2014-01-02 20:39:10"
2;23;"2014-01-02 20:39:11"
27;18;"2014-01-02 20:39:14"
19;2;"2014-01-02 20:39:16"
19;12;"2014-01-02 20:39:16"
35;10;"2014-01-02 20:39:40"
12;23;"2014-01-02 20:40:05"
12;20;"2014-01-02 20:40:05"
1;11;"2014-01-02 20:40:06"
18;45;"2014-01-02 20:40:13"
13;23;"2014-01-02 20:41:00"
13;2;"2014-01-02 20:41:00"
2;27;"2014-01-02 20:41:21"
19;43;"2014-01-02 20:41:23"
19;88;"2014-01-02 20:41:23"
15;1;"2014-01-02 20:41:54"
12;2;"2014-01-02 20:41:57"
10;35;"2014-01-02 20:42:01"
15;11;"2014-01-02 20:42:01"
18;2;"2014-01-02 20:42:05"
18;23;"2014-01-02 20:42:05"
18;13;"2014-01-02 20:42:05"
40;55;"2014-01-02 20:42:13"
14;48;"2014-01-02 20:42:35"
13;65;"2014-01-02 20:43:06"
48;62;"2014-01-02 20:43:19"
48;1;"2014-01-02 20:43:19"
13;23;"2014-01-02 20:43:20"
13;20;"2014-01-02 20:43:20"
48;15;"2014-01-02 20:43:26"
13;27;"2014-01-02 20:43:27"
2;13;"2014-01-02 20:43:27"
2;18;"2014-01-02 20:43:27"
2;23;"2014-01-02 20:43:27"
27;23;"2014-01-02 20:43:28"
20;27;"2014-01-02 20:43:42"
12;65;"2014-01-02 20:44:00"
23;2;"2014-01-02 20:44:07"
18;20;"2014-01-02 20:44:13"
18;27;"2014-01-02 20:44:20"
14;1;"2014-01-02 20:44:42"
27;2;"2014-01-02 20:45:26"
48;11;"2014-01-02 20:45:36"
20;18;"2014-01-02 20:45:37"
43;61;"2014-01-02 20:45:43"
23;27;"2014-01-02 20:45:56"
23;18;"2014-01-02 20:45:56"
15;48;"2014-01-02 20:46:01"
15;11;"2014-01-02 20:46:08"
1;14;"2014-01-02 20:46:14"
18;2;"2014-01-02 20:46:20"
11;14;"2014-01-02 20:47:00"
11;1;"2014-01-02 20:47:00"
27;13;"2014-01-02 20:47:24"
27;18;"2014-01-02 20:47:24"
13;48;"2014-01-02 20:47:26"
20;23;"2014-01-02 20:47:44"
12;23;"2014-01-02 20:48:09"
12;20;"2014-01-02 20:48:09"
18;23;"2014-01-02 20:48:10"
11;48;"2014-01-02 20:48:51"
11;15;"2014-01-02 20:48:51"
14;15;"2014-01-02 20:48:56"
2;12;"2014-01-02 20:49:33"
2;20;"2014-01-02 20:49:33"
48;1;"2014-01-02 20:49:36"
19;47;"2014-01-02 20:49:53"
35;10;"2014-01-02 20:49:55"
61;35;"2014-01-02 20:50:01"
10;35;"2014-01-02 20:50:02"
12;18;"2014-01-02 20:50:08"
12;2;"2014-01-02 20:50:08"
35;61;"2014-01-02 20:50:09"
40;55;"2014-01-02 20:50:10"
77;58;"2014-01-02 20:51:21"
27;48;"2014-01-02 20:51:26"
13;18;"2014-01-02 20:51:33"
20;2;"2014-01-02 20:51:36"
2;48;"2014-01-02 20:51:36"
24;39;"2014-01-02 20:51:43"
2;17;"2014-01-02 20:51:43"
15;14;"2014-01-02 20:51:51"
15;11;"2014-01-02 20:51:51"
23;48;"2014-01-02 20:51:54"
12;48;"2014-01-02 20:52:11"
10;61;"2014-01-02 20:52:12"
47;43;"2014-01-02 20:52:16"
47;88;"2014-01-02 20:52:16"
18;48;"2014-01-02 20:52:27"
14;11;"2014-01-02 20:52:52"
48;20;"2014-01-02 20:53:26"
48;13;"2014-01-02 20:53:26"
27;23;"2014-01-02 20:53:36"
20;27;"2014-01-02 20:53:37"
20;48;"2014-01-02 20:53:37"
2;18;"2014-01-02 20:53:48"
13;2;"2014-01-02 20:53:52"
13;23;"2014-01-02 20:53:52"
61;10;"2014-01-02 20:54:01"
10;35;"2014-01-02 20:54:04"
15;14;"2014-01-02 20:54:08"
48;12;"2014-01-02 20:55:16"
48;18;"2014-01-02 20:55:16"
27;2;"2014-01-02 20:55:42"
20;12;"2014-01-02 20:55:45"
2;21;"2014-01-02 20:55:45"
23;13;"2014-01-02 20:55:50"
13;27;"2014-01-02 20:55:56"
13;19;"2014-01-02 20:55:56"
15;11;"2014-01-02 20:56:21"
45;37;"2014-01-02 20:56:35"
18;23;"2014-01-02 20:56:40"
48;2;"2014-01-02 20:57:18"
48;27;"2014-01-02 20:57:18"
48;20;"2014-01-02 20:57:25"
27;13;"2014-01-02 20:57:39"
27;35;"2014-01-02 20:57:39"
2;13;"2014-01-02 20:57:44"
20;2;"2014-01-02 20:57:47"
31;17;"2014-01-02 20:57:52"
31;27;"2014-01-02 20:57:52"
31;18;"2014-01-02 20:57:52"
31;2;"2014-01-02 20:57:52"
43;21;"2014-01-02 20:57:58"
13;20;"2014-01-02 20:58:04"
1;14;"2014-01-02 20:58:05"
13;35;"2014-01-02 20:58:11"
13;23;"2014-01-02 20:58:11"
21;43;"2014-01-02 20:59:02"
21;47;"2014-01-02 20:59:02"
21;88;"2014-01-02 20:59:02"
27;19;"2014-01-02 20:59:35"
2;19;"2014-01-02 20:59:47"
2;35;"2014-01-02 20:59:47"
31;23;"2014-01-02 20:59:48"
20;18;"2014-01-02 20:59:53"
19;23;"2014-01-02 20:59:56"
19;48;"2014-01-02 20:59:56"
19;2;"2014-01-02 20:59:56"
19;20;"2014-01-02 20:59:56"
19;27;"2014-01-02 20:59:56"
19;13;"2014-01-02 20:59:56"
31;17;"2014-01-02 21:00:02"
35;18;"2014-01-02 21:00:12"
35;2;"2014-01-02 21:00:12"
12;48;"2014-01-02 21:00:19"
47;21;"2014-01-02 21:00:27"
14;11;"2014-01-02 21:01:10"
48;12;"2014-01-02 21:01:23"
48;19;"2014-01-02 21:01:23"
23;27;"2014-01-02 21:01:31"
23;19;"2014-01-02 21:01:31"
23;48;"2014-01-02 21:01:31"
27;48;"2014-01-02 21:01:33"
20;19;"2014-01-02 21:01:47"
43;47;"2014-01-02 21:01:52"
2;23;"2014-01-02 21:01:53"
31;38;"2014-01-02 21:01:54"
31;19;"2014-01-02 21:01:54"
19;43;"2014-01-02 21:01:59"
19;31;"2014-01-02 21:01:59"
35;19;"2014-01-02 21:02:12"
35;27;"2014-01-02 21:02:12"
12;20;"2014-01-02 21:02:21"
12;19;"2014-01-02 21:02:21"
47;43;"2014-01-02 21:02:33"
14;1;"2014-01-02 21:03:07"
23;13;"2014-01-02 21:03:22"
48;23;"2014-01-02 21:03:23"
77;58;"2014-01-02 21:03:43"
43;88;"2014-01-02 21:03:52"
20;27;"2014-01-02 21:03:55"
20;35;"2014-01-02 21:03:55"
35;20;"2014-01-02 21:04:15"
13;18;"2014-01-02 21:04:16"
12;35;"2014-01-02 21:04:21"
35;13;"2014-01-02 21:04:22"
9;99;"2014-01-02 21:05:13"
48;2;"2014-01-02 21:05:25"
2;35;"2014-01-02 21:05:49"
2;19;"2014-01-02 21:05:49"
20;13;"2014-01-02 21:05:54"
1;15;"2014-01-02 21:05:55"
2;48;"2014-01-02 21:05:56"
2;38;"2014-01-02 21:05:56"
19;35;"2014-01-02 21:06:05"
19;38;"2014-01-02 21:06:05"
12;48;"2014-01-02 21:06:14"
47;88;"2014-01-02 21:06:29"
47;21;"2014-01-02 21:06:36"
11;14;"2014-01-02 21:06:44"
21;47;"2014-01-02 21:06:53"
40;55;"2014-01-02 21:06:54"
23;27;"2014-01-02 21:07:12"
23;38;"2014-01-02 21:07:12"
48;27;"2014-01-02 21:07:32"
27;13;"2014-01-02 21:07:36"
77;58;"2014-01-02 21:07:40"
43;38;"2014-01-02 21:07:53"
10;61;"2014-01-02 21:07:54"
10;53;"2014-01-02 21:07:54"
2;12;"2014-01-02 21:07:55"
1;62;"2014-01-02 21:08:00"
19;23;"2014-01-02 21:08:01"
19;18;"2014-01-02 21:08:08"
19;12;"2014-01-02 21:08:15"
35;48;"2014-01-02 21:08:16"
13;2;"2014-01-02 21:08:20"
13;23;"2014-01-02 21:08:20"
13;27;"2014-01-02 21:08:20"
13;38;"2014-01-02 21:08:27"
61;10;"2014-01-02 21:08:30"
45;53;"2014-01-02 21:08:41"
18;20;"2014-01-02 21:08:50"
18;2;"2014-01-02 21:08:50"
21;43;"2014-01-02 21:08:54"
23;18;"2014-01-02 21:09:08"
23;19;"2014-01-02 21:09:08"
23;13;"2014-01-02 21:09:08"
55;40;"2014-01-02 21:09:31"
43;88;"2014-01-02 21:09:44"
43;21;"2014-01-02 21:09:44"
19;2;"2014-01-02 21:10:07"
12;23;"2014-01-02 21:10:13"
35;38;"2014-01-02 21:10:16"
13;2;"2014-01-02 21:10:37"
13;19;"2014-01-02 21:10:37"
15;1;"2014-01-02 21:10:38"
11;14;"2014-01-02 21:10:46"
40;55;"2014-01-02 21:10:50"
18;38;"2014-01-02 21:10:53"
18;23;"2014-01-02 21:10:53"
18;19;"2014-01-02 21:10:53"
23;20;"2014-01-02 21:11:10"
43;47;"2014-01-02 21:11:40"
27;20;"2014-01-02 21:11:46"
1;14;"2014-01-02 21:11:53"
2;20;"2014-01-02 21:11:57"
2;27;"2014-01-02 21:11:57"
2;35;"2014-01-02 21:11:57"
10;45;"2014-01-02 21:11:59"
12;35;"2014-01-02 21:12:09"
19;21;"2014-01-02 21:12:09"
35;20;"2014-01-02 21:12:09"
13;18;"2014-01-02 21:12:40"
18;31;"2014-01-02 21:12:59"
18;13;"2014-01-02 21:12:59"
18;35;"2014-01-02 21:12:59"
